,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/openLANE_flow/designs/a25_coprocessor,a25_coprocessor,second_trial_run,Flow_completed,0h4m28s,0h3m30s,76638.25023680358,0.023226,30655.30009472143,45,497.18,712,0,0,0,0,0,0,0,0,0,0,-1,34222,6241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26278481,0.0,31.96,33.88,0.02,0.49,0.0,662,807,155,300,0,0,0,712,1,0,4,1,62,0,0,171,251,172,8,100,260,1,361,50.0,20.0,20.0,AREA 0,5,40,1,153.6,153.18,0.45,0,sky130_fd_sc_hd,4,3
